success_prob,lat_mean,lat_std,cost_mean
0.3429,16.51,10.66,4187.37
0.2693,19.71,10.08,7498.25
0.8109,1.11,0.25,450.85
0.6245,3.11,1.09,992.96
0.5608,4.67,1.89,2071.32
0.5919,3.56,1.34,1095.61
0.1798,26.63,14.76,6154.56
0.3981,11.76,5.34,3839.03
0.4682,8.24,2.26,1895.15
0.4931,5.36,1.99,1475.4
0.534,5.6,1.91,2332.9
0.6912,2.94,0.96,1326.8
0.5164,8.18,3.83,2424.91
0.5117,6.53,2.83,2011.3
0.5794,4.23,1.73,1443.89
0.5905,3.69,1.3,934.56
0.1364,21.92,13.42,5479.56
0.8071,1.33,0.28,569.63
0.9625,1.58,0.35,555.59
0.3104,10.25,5.3,2508.04
0.1671,16.17,8.89,5528.76
0.7342,3.21,0.66,1055.07
0.5304,6.88,2.85,1871.36
0.638,5.17,1.84,2110.65
0.6517,4.44,1.52,1870.72
0.745,2.18,0.58,858.13
0.6854,3.66,1.26,1032.86
0.5708,6.36,2.47,2341.11
0.3474,23.1,10.99,8141.58
0.5171,6.4,2.49,2194.96
0.5572,6.83,2.2,2407.0
0.4691,9.23,4.04,2085.17
0.7367,1.66,0.44,500.86
0.5394,4.74,1.51,1995.4
0.6144,5.45,1.77,1187.41
0.3816,10.52,4.22,3522.87
0.5457,7.18,2.78,2927.99
0.7713,2.81,0.71,682.26
0.3991,12.83,6.15,5388.24
0.7733,2.96,0.5,1217.8
0.58,5.35,1.99,2066.77
0.3273,14.54,6.71,5283.61
0.191,27.4,14.66,10764.72
0.4654,11.18,4.05,2687.81
0.2525,25.69,13.34,9132.06
0.2449,12.58,5.84,3402.23
0.3384,10.05,5.02,4036.8
0.5329,9.81,3.09,3265.98
0.2027,13.6,6.01,5125.32
0.1271,22.05,11.87,5003.97
0.5625,3.78,1.37,1125.09
0.7151,2.19,0.74,1015.99
0.6534,2.51,0.77,724.68
0.4999,5.61,1.91,1859.37
0.3723,14.44,6.34,5303.44
0.9186,1.67,0.31,429.55
0.3796,14.67,7.04,3781.79
0.6703,2.98,0.91,893.1
0.1905,16.32,7.34,6676.78
0.4043,11.49,5.63,2495.7
0.6215,4.92,1.93,1376.89
0.6906,4.05,1.15,1831.44
0.5922,4.0,1.4,1574.37
0.6214,6.57,1.87,2361.99
0.2997,9.97,3.95,3306.63
0.5142,6.57,1.79,2653.18
0.7366,1.56,0.39,691.83
0.4468,10.16,4.25,4208.41
0.4308,12.11,5.59,4142.22
0.2201,19.6,9.68,7022.61
0.5535,3.7,1.55,1627.91
0.3022,10.78,5.54,4115.71
0.537,7.04,2.55,2653.59
0.6477,3.61,0.88,913.43
0.7863,2.01,0.27,844.93
0.6074,2.16,0.85,626.34
0.8952,2.17,0.36,607.98
0.526,8.64,2.66,1916.95
0.5959,5.51,2.04,1502.98
0.7642,3.67,0.86,1291.38
0.2247,22.65,12.26,5506.16
0.8351,2.96,0.67,1075.09
0.5612,4.7,1.82,2033.98
0.4914,7.75,3.57,1692.42
0.7668,2.05,0.58,646.93
0.2065,21.24,11.75,5205.29
0.1995,24.02,12.39,9062.65
0.4351,6.01,2.32,1602.11
0.7499,2.11,0.43,528.23
0.2728,18.89,11.14,4222.04
0.6102,5.78,1.91,1361.43
0.4573,9.08,3.73,3266.56
0.064,30.11,20.04,10641.53
0.5351,5.66,2.16,1550.75
0.2566,22.95,10.95,6743.93
0.751,2.9,0.86,1037.93
0.4119,14.5,6.16,6109.75
0.876,1.24,0.26,523.47
0.5536,3.8,1.4,1498.92
0.3571,9.88,4.25,4212.89
0.3497,10.9,5.41,3049.81
0.7072,1.79,0.62,468.2
0.486,7.12,2.53,2700.67
0.2694,14.22,7.74,3098.52
0.3551,12.26,5.33,3694.64
0.3924,11.49,6.23,4188.14
0.2087,10.6,4.85,3484.98
0.236,14.07,6.83,3903.56
0.5141,4.42,1.89,1583.57
0.6484,3.99,1.61,980.63
0.5457,2.68,0.98,765.38
0.6451,2.75,0.7,902.62
0.5804,4.62,1.69,1073.02
0.6465,4.69,1.48,2028.44
0.319,13.35,5.76,3888.09
0.2283,26.69,15.32,10559.98
0.4993,7.36,2.74,3103.25
0.3807,10.24,3.94,3076.45
0.7881,1.53,0.16,635.61
0.4002,11.12,6.13,4476.39
0.7348,2.22,0.55,559.26
0.5602,3.41,1.13,1082.95
0.2978,9.11,3.66,2372.96
0.364,13.1,6.84,4838.14
0.417,10.65,3.67,4171.48
0.2912,10.17,4.2,3489.17
0.7429,1.49,0.36,477.37
0.3017,16.66,8.01,5323.79
0.2939,14.03,7.3,4623.8
0.6275,3.04,0.92,1161.24
0.5836,2.17,0.92,1023.83
0.4062,6.8,2.68,1771.01
0.4919,5.3,1.74,1337.67
0.7098,1.87,0.4,532.09
0.3197,15.3,6.73,5504.9
0.7307,2.22,0.49,1027.38
0.5205,4.95,1.95,1346.65
0.8729,3.16,0.54,971.75
0.4452,9.06,3.83,3939.96
0.4284,5.3,1.68,1298.86
0.4257,8.58,3.18,3416.62
0.2947,20.85,11.97,8747.3
0.243,22.45,13.76,8457.68
0.3775,7.68,3.9,2041.04
0.8721,1.23,0.14,486.24
0.3225,11.55,4.84,3043.4
0.2974,15.54,9.49,3441.7
0.6388,4.5,1.23,941.37
0.6298,3.95,0.94,818.42
0.3839,13.21,7.11,5545.52
0.6463,4.79,1.51,1689.93
0.482,9.26,4.25,2474.36
0.3566,12.5,5.19,4047.77
0.384,14.38,6.08,4939.97
0.3147,10.8,5.49,2535.02
0.2808,8.56,4.0,2355.94
0.5743,3.77,1.64,1360.14
0.4162,14.64,5.75,5664.54
0.5108,5.97,2.54,1400.74
0.919,1.58,0.39,719.26
0.5362,6.08,1.96,2160.63
0.5393,5.77,2.11,1777.06
0.6357,2.26,0.66,639.49
0.8479,1.72,0.36,660.73
0.5285,5.08,1.71,1461.25
0.6336,4.05,1.16,1112.94
0.4338,4.71,1.85,1993.08
0.3954,9.5,4.02,2774.92
0.2158,13.64,6.44,2837.91
0.6507,4.6,1.71,1341.23
0.7117,2.78,0.64,757.45
0.2126,31.82,16.21,13018.83
0.9504,0.67,0.1,237.36
0.5539,3.44,1.04,1187.54
0.8203,1.96,0.47,859.61
0.3819,16.41,6.99,3746.33
0.4707,5.57,2.36,1678.34
0.8241,3.2,0.92,1206.1
0.4817,6.39,2.57,2588.96
0.5405,3.77,1.06,1472.41
0.3338,11.03,4.62,2210.18
0.284,15.21,8.24,4103.97
0.43,6.8,2.29,1947.96
0.6736,3.67,0.82,1186.87
0.176,23.64,10.82,9754.35
0.3454,12.11,5.57,2412.19
0.5365,7.35,3.48,1932.98
0.4574,9.98,3.66,3025.95
0.5384,3.62,1.41,913.38
0.555,7.04,2.47,2144.05
0.6922,2.25,0.51,506.09
0.6646,2.94,1.12,1289.15
0.7582,2.58,0.98,722.95
0.5407,5.98,2.42,2033.08
0.469,3.67,1.44,1356.56
0.6031,2.74,0.86,849.26
0.5073,5.93,2.21,1670.49
0.2162,18.68,10.52,5746.48
0.5864,7.41,3.0,2951.86
0.3975,13.6,7.17,4086.61
0.2903,15.13,7.7,4646.11
0.2137,18.74,9.95,6164.04
0.2362,25.69,13.16,7402.52
0.6083,3.75,1.41,1528.63
0.4594,5.95,3.05,1146.81
0.4657,11.03,5.34,3390.87
0.5775,2.74,0.9,1182.07
0.6926,3.65,1.17,1311.15
0.8458,1.6,0.47,566.26
0.3496,10.0,5.82,3759.54
0.6085,5.93,1.6,1833.31
0.3726,15.88,8.45,4703.33
0.4858,7.04,1.89,1720.76
0.8176,1.3,0.38,351.44
0.2477,24.58,14.76,4730.83
0.2432,24.36,12.31,8743.2
0.2545,14.3,5.49,4350.96
0.2421,25.5,13.85,10460.24
0.8283,2.15,0.54,679.17
0.2883,14.42,7.16,3503.34
0.259,22.31,10.59,7628.72
0.6086,4.97,1.6,1053.61
0.3635,10.0,4.52,3079.02
0.7483,2.65,0.64,719.55
0.3668,11.76,5.94,2665.27
0.2216,32.85,18.74,10103.72
0.5868,2.68,0.64,1026.22
0.7198,2.79,0.73,760.5
0.7377,2.81,0.85,763.66
0.4222,8.38,4.08,2234.8
0.5739,8.72,3.47,1999.7
0.5542,5.79,2.01,2589.58
0.6634,1.79,0.6,758.28
0.2462,20.34,9.4,4373.38
0.605,5.52,1.99,1606.63
0.4137,11.27,5.31,2542.89
0.827,1.25,0.33,496.93
0.6055,3.21,1.35,1484.98
0.3444,7.19,3.71,1652.5
0.6458,2.51,0.77,1180.72
0.5929,3.75,1.36,1493.81
0.7664,1.9,0.47,732.9
0.4281,15.52,6.22,4738.96
0.6955,2.42,0.76,697.72
0.812,2.03,0.65,873.81
0.5908,4.57,1.83,1810.4
0.3876,13.9,8.12,4387.84
0.5287,4.48,1.37,939.95
0.5817,6.18,2.05,1491.5
0.4409,9.81,4.23,1964.78
0.5699,3.64,1.3,854.64
0.4996,9.71,3.79,3045.64
0.2834,15.82,8.24,6159.01
0.4088,14.25,6.93,4867.04
0.5446,4.06,1.07,1416.4
0.5254,7.5,3.12,2867.35
0.5472,3.35,1.28,1202.41
0.5342,4.98,1.99,1530.74
0.7875,3.16,0.43,1394.62
0.6818,2.12,0.57,653.74
0.6671,3.46,1.2,1482.81
0.2486,10.6,4.99,2302.11
0.6575,2.75,0.97,920.62
0.2573,13.08,7.18,4103.74
0.4368,7.61,3.34,2217.54
0.7834,2.54,0.66,865.0
0.5668,6.36,2.42,1399.07
0.4007,6.91,2.98,2655.9
0.5185,5.92,2.01,1657.72
0.5798,5.18,1.58,1639.41
0.6005,5.72,1.85,2280.12
0.5545,6.83,2.92,2356.61
0.9159,0.91,0.2,514.17
0.7107,2.97,0.97,739.73
0.3151,25.14,10.93,6371.83
0.5963,2.78,0.89,820.57
0.3844,12.53,6.82,5000.96
0.4939,8.29,3.13,3219.82
0.8233,1.36,0.22,576.13
0.6946,4.28,1.37,1529.19
0.3492,12.88,7.28,3035.58
0.8693,1.91,0.31,673.44
0.8104,3.02,0.86,1028.6
0.3766,7.49,3.57,1539.68
0.7079,2.8,0.58,1046.62
0.3369,9.26,4.01,3632.33
0.7213,3.53,0.83,1072.33
0.8016,0.99,0.27,512.08
0.2947,15.24,9.25,4567.32
0.2911,11.68,5.82,2314.98
0.6477,2.76,0.85,786.7
0.623,5.86,2.76,1932.11
0.5391,5.14,1.76,1946.81
0.445,3.14,0.96,982.66
0.3114,16.9,9.93,3898.16
0.6718,4.56,1.26,977.63
0.3431,8.16,4.01,3019.21
0.544,6.26,3.01,1706.58
0.6525,5.08,1.21,1822.69
0.2862,12.66,5.93,3083.83
0.4613,8.8,2.69,3357.61
0.5901,3.16,1.06,892.58
0.3874,16.68,7.3,3333.88
0.4472,8.45,2.76,2683.36
0.3353,10.78,5.32,3930.91
0.426,6.39,2.79,2719.43
0.3108,9.14,3.69,3918.93
0.5154,3.05,0.94,974.93
0.1211,35.7,21.46,11883.45
0.6802,3.58,0.77,1194.3
0.4541,6.62,2.66,2157.03
0.3521,11.64,6.25,2517.14
0.3793,15.72,7.77,5390.82
0.518,5.17,1.66,2287.88
0.4868,6.07,2.51,1435.11
0.1339,26.55,13.39,6895.68
0.6177,6.69,2.24,1428.5
0.345,15.89,7.46,4552.99
0.4183,7.87,2.96,2458.42
0.3114,15.94,8.58,4311.41
0.4855,8.66,2.72,2644.45
0.35,12.36,5.29,4775.89
0.4408,7.66,2.87,1937.65
0.1844,27.97,15.48,10193.08
0.7265,3.91,1.33,1533.63
0.134,26.66,15.58,8603.39
0.2473,14.31,7.3,3872.11
0.7449,2.79,0.72,1231.93
0.2925,14.81,7.34,4028.94
0.7457,2.68,0.9,685.03
0.4896,6.21,1.78,1403.67
0.5769,3.82,1.64,1708.69
0.6924,1.33,0.34,414.17
0.4857,7.15,3.01,2191.82
0.7184,1.88,0.53,743.45
0.5001,3.59,1.45,1339.51
0.2191,16.17,9.92,5496.28
0.6383,4.57,1.13,1327.65
0.5266,6.16,2.6,2181.42
0.3584,18.2,9.01,3377.76
0.2472,19.81,9.83,5043.7
0.8372,1.25,0.39,337.22
0.782,2.77,0.81,890.97
0.8298,1.85,0.35,530.08
0.715,2.79,0.93,973.31
0.4401,6.71,2.62,1664.08
0.4112,9.09,3.52,2651.36
0.8139,1.48,0.29,469.82
0.5593,6.31,2.32,1892.31
0.572,4.78,1.45,1983.53
0.2662,17.05,8.91,4516.75
0.7328,3.71,1.16,1463.97
0.5821,2.93,0.98,870.45
0.3687,8.96,4.89,2187.0
0.6521,2.98,0.93,870.39
0.7757,1.89,0.55,695.09
0.7282,3.03,0.92,1208.52
0.6982,2.41,0.89,608.47
0.3252,29.82,17.26,12489.53
0.5879,3.48,0.85,1358.77
0.8586,1.37,0.26,420.58
0.4289,7.24,2.89,3206.93
0.5298,5.59,2.1,1394.74
0.224,22.76,12.69,8388.41
0.4803,9.92,3.8,2506.42
0.2558,11.31,4.91,3548.13
0.5281,4.1,1.61,891.25
0.6159,2.64,0.94,1193.21
0.5901,6.31,1.99,1872.08
0.5945,5.36,1.66,1869.66
0.8666,1.19,0.24,653.11
0.3832,10.49,3.95,2101.11
0.8117,1.13,0.25,630.88
0.1782,21.29,11.95,6557.73
0.7884,1.62,0.51,643.55
0.4659,9.62,3.4,2876.23
0.5494,7.35,2.85,2937.89
0.5346,7.96,3.53,3280.5
0.7696,1.74,0.3,499.13
0.7002,4.31,1.76,1767.78
0.8123,1.33,0.28,655.07
0.4372,5.83,2.6,2246.24
0.5783,6.06,2.06,2570.35
0.561,6.03,2.37,2289.3
0.7045,3.11,1.16,892.22
0.6237,5.7,1.87,2293.57
0.185,19.77,12.36,6747.76
0.4562,10.55,4.68,2086.06
0.7738,1.34,0.25,434.69
0.5893,9.04,3.42,2313.99
0.4623,11.81,5.19,4388.91
0.2461,26.34,12.36,9891.67
0.5558,4.28,1.64,1723.0
0.7961,3.28,0.87,650.28
0.3706,16.98,8.33,3404.21
0.5154,6.46,2.89,1648.95
0.4918,6.17,2.43,2170.13
0.9169,1.37,0.23,639.32
0.42,7.84,3.42,3159.87
0.5525,4.76,1.74,1318.97
0.3307,11.79,6.08,4318.28
0.5661,6.73,2.37,2328.98
0.5322,7.03,2.27,2966.68
0.7626,2.49,0.58,1022.03
0.6194,3.06,0.97,1084.0
0.3817,13.27,4.68,5027.8
0.5673,5.25,1.24,1484.98
0.454,7.06,3.17,2702.34
0.8014,1.01,0.17,424.58
0.5832,6.2,2.34,2603.92
0.6744,4.06,1.61,1191.02
0.7573,4.71,0.99,1994.44
0.6394,3.38,0.76,818.48
0.8146,2.93,0.78,1238.98
0.5358,5.13,1.62,2237.86
0.6262,5.07,1.71,988.43
0.5797,3.75,1.42,1435.19
0.5649,6.67,2.75,2443.93
0.7018,3.64,1.06,1424.38
0.4814,7.0,3.24,1521.15
0.6316,4.91,1.78,2004.66
0.6402,3.08,0.87,1455.34
0.4937,6.27,2.54,2275.38
0.4702,9.19,2.95,2700.28
0.3857,11.29,5.9,3892.69
0.5683,3.48,1.25,763.05
0.618,3.55,0.93,1412.87
0.8552,1.51,0.31,459.88
0.5124,2.57,1.01,846.39
0.19,17.98,8.75,4017.73
0.397,6.79,2.79,2486.77
0.5276,8.97,3.97,3049.53
0.4204,6.55,2.82,2405.48
0.5969,5.13,1.61,1097.21
0.5499,6.76,2.41,1869.23
0.8785,1.38,0.19,476.63
0.6673,3.59,0.98,1278.96
0.4254,13.83,5.27,2997.33
0.2921,9.84,4.94,3414.45
0.6185,4.43,1.19,1300.12
0.7388,4.21,1.27,1764.16
0.5195,4.13,1.65,1325.0
0.3869,14.21,7.2,2949.46
0.4491,9.52,3.4,2031.23
0.5301,8.84,3.01,2334.03
0.5755,5.06,1.94,1351.08
0.7989,2.71,0.69,1113.89
0.629,5.2,1.67,1909.98
0.509,4.32,1.54,991.0
0.7196,3.29,1.08,1472.1
0.6197,5.48,1.34,1249.97
0.1975,27.13,15.42,10146.98
0.7389,2.42,0.79,652.29
0.4078,14.9,6.26,4092.82
0.5765,5.31,1.62,2141.5
0.2425,17.05,9.73,4158.03
0.3682,9.09,3.92,2071.57
0.8195,1.3,0.34,575.36
0.3029,16.03,7.12,5722.27
0.4758,13.39,4.57,5408.78
0.2641,14.95,8.19,5206.6
0.6981,3.6,1.24,925.8
0.6171,2.31,0.55,952.63
0.1595,21.5,12.24,8249.52
0.4599,6.56,2.35,1439.95
0.1301,38.07,21.04,8193.92
0.5599,3.23,1.02,1201.21
0.2259,25.62,14.11,9625.81
0.4513,7.48,2.4,1995.67
0.6466,4.84,2.01,1923.63
0.5507,4.16,1.29,1078.13
0.7391,1.69,0.56,561.97
0.2815,14.16,7.35,5200.31
0.2973,17.44,9.57,4112.98
0.465,10.79,5.61,2983.78
0.4341,6.34,2.4,2154.09
0.3819,9.38,4.42,2637.61
0.7199,3.67,0.9,1504.22
0.1855,32.27,17.62,13375.3
0.1342,19.9,11.73,6862.9
0.3478,11.09,6.16,4128.76
0.855,1.57,0.31,744.4
0.5537,4.36,1.36,1551.52
0.5048,6.17,2.31,2353.58
0.9101,1.06,0.16,234.43
0.9243,1.98,0.35,933.53
0.7128,2.75,0.84,783.65
0.5586,6.54,2.51,1441.05
0.5729,2.16,0.8,861.28
0.2495,10.24,5.0,2498.92
0.8649,1.64,0.37,416.5
0.2719,13.93,7.14,4666.54
0.7681,1.39,0.31,438.76
0.7325,2.47,0.54,1071.85
0.3105,12.77,4.66,5343.25
0.6752,2.9,0.62,1195.24
0.5658,4.67,1.61,1189.86
0.6388,4.04,1.1,1344.61
0.5551,4.17,1.01,906.86
0.5023,9.07,3.35,3169.63
0.3208,12.7,6.24,3249.48
0.724,2.58,0.76,860.38
0.2194,18.86,9.43,4296.02
0.4291,10.92,4.77,4724.26
0.8098,1.35,0.26,386.81
0.6306,3.77,1.34,1269.48
0.1674,20.57,10.61,5080.61
0.4875,4.73,1.72,1612.8
0.4478,6.48,2.98,2776.78
0.5436,4.72,2.05,1237.1
0.2365,10.02,5.31,2153.96
0.63,3.47,1.06,760.57
0.4944,5.79,2.05,2065.83
0.2605,10.84,4.23,3609.13
0.2233,29.44,17.53,11225.31
0.6796,2.63,0.72,1089.04
0.6882,3.82,1.28,880.31
0.5587,7.37,2.91,3072.25
0.7467,3.56,1.11,1413.76
0.8727,1.62,0.36,671.27
0.5416,2.83,1.06,811.79
0.3201,18.03,8.26,6699.11
0.8812,2.58,0.4,829.38
0.5551,2.75,0.95,929.72
0.7121,3.59,0.71,883.75
0.3059,22.3,11.11,7385.73
0.5452,4.48,1.3,1571.48
0.6881,1.73,0.44,429.79
0.5549,6.13,2.59,2543.12
0.4063,8.43,3.95,1932.75
0.7404,3.95,1.07,1119.18
0.7989,1.36,0.28,522.12
0.6629,3.25,0.93,1187.68
0.2494,16.83,11.0,3484.17
0.1615,22.42,12.43,7941.66
0.5918,3.78,1.1,1123.0
0.5252,5.21,2.25,1371.94
0.4513,7.92,3.72,1781.96
0.7498,2.38,0.57,821.02
0.6848,1.64,0.37,527.87
0.5295,6.74,2.11,1587.67
0.3936,11.09,4.52,3376.01
0.5399,5.97,2.21,1878.03
0.2813,16.04,7.05,6802.34
0.5052,6.69,2.52,2439.74
0.6938,3.29,0.88,737.17
0.7941,1.99,0.55,708.26
0.3835,14.24,7.04,2723.84
0.3931,7.3,3.45,2361.0
0.7643,2.27,0.77,646.31
0.395,10.74,5.47,4416.44
0.3466,11.4,5.04,3563.02
0.4844,5.63,1.99,2255.32
0.2743,17.29,8.79,5737.1
0.2605,12.51,5.61,3598.07
0.6676,2.81,0.87,717.82
0.3807,10.07,4.59,2341.21
0.209,14.63,8.74,5474.46
0.3702,9.44,4.4,3874.32
0.4183,12.91,6.61,3495.82
0.2585,14.57,8.04,4473.73
0.8451,1.46,0.21,454.49
0.4359,5.16,1.98,1451.86
0.5462,6.96,2.8,2813.71
0.4358,8.11,3.11,1876.3
0.5406,4.73,1.62,1376.11
0.3982,7.14,2.95,2632.46
0.4866,5.37,1.99,1551.12
0.3156,13.27,6.59,2806.23
0.9016,1.03,0.14,301.55
0.7723,2.38,0.61,952.97
0.5859,2.99,1.05,1316.63
0.7928,2.7,0.63,1156.2
0.6532,8.33,2.49,2667.25
0.4736,11.32,5.52,4274.98
0.4328,12.35,6.72,3983.74
0.283,22.21,12.27,6816.06
0.7197,3.6,1.08,903.8
0.5294,4.29,1.8,1255.83
0.3673,8.95,4.15,2653.16
0.715,4.11,1.24,1757.94
0.3402,11.58,5.8,3895.69
0.3028,14.77,6.36,6078.81
0.2881,17.55,7.8,4348.03
0.5885,4.17,1.49,803.58
0.4313,6.4,2.49,2799.18
0.3591,5.6,2.6,1561.73
0.671,5.0,1.72,1672.65
0.6262,2.81,0.61,735.74
0.3365,17.53,8.75,6831.25
0.4237,7.88,4.13,1504.65
0.5786,4.55,1.5,1896.96
0.2203,20.54,10.49,4697.9
0.2898,10.73,4.11,2473.57
0.6485,2.19,0.74,1010.78
0.8328,2.33,0.58,686.69
0.3314,13.89,6.94,3445.38
0.708,1.63,0.31,693.67
0.2877,18.65,9.53,4563.58
0.5175,5.92,2.15,1589.67
0.2759,14.37,7.44,2820.74
0.5292,6.35,2.03,2152.14
0.6039,4.27,1.32,1009.53
0.8082,1.31,0.25,572.82
0.7164,3.09,0.57,1214.65
0.7365,2.72,0.82,839.73
0.4892,10.93,4.42,3555.4
0.3288,13.32,6.59,4322.48
0.7192,2.57,0.66,1098.78
0.5062,5.16,2.07,1469.59
0.6234,5.33,1.87,1993.01
0.585,4.6,2.05,1239.45
0.5459,7.13,3.03,2250.25
0.7175,2.71,0.83,616.42
0.7632,2.73,0.48,1309.06
0.5706,4.6,1.4,1373.7
0.878,1.71,0.25,602.21
0.6165,2.58,0.63,960.15
0.4907,6.55,3.3,1337.95
0.8069,1.66,0.36,475.83
0.3658,11.65,4.02,2967.89
0.3414,13.12,6.81,4677.35
0.5291,4.91,1.7,1774.12
0.6693,2.07,0.71,667.38
0.3502,18.33,8.41,5553.22
0.1341,27.22,14.78,7411.9
0.6902,2.74,0.9,1017.91
0.5677,3.57,1.0,1022.85
0.7037,4.06,1.25,1703.77
0.6234,3.34,1.09,1083.88
0.2158,27.39,14.02,7759.5
0.3985,9.06,4.32,3347.42
0.5694,7.27,2.68,2757.47
0.7448,4.02,1.23,1277.97
0.3102,18.12,11.07,3903.25
0.512,7.06,3.69,1539.08
0.6921,3.26,0.98,1029.4
0.3687,8.68,3.95,3195.05
0.1209,25.44,15.36,8798.68
0.99,1.15,0.17,471.25
0.6988,4.28,0.82,879.71
0.3243,10.56,5.17,3626.68
0.4262,10.17,4.57,3318.66
0.6646,3.15,0.73,1312.95
0.2817,14.82,6.65,5205.64
0.5864,6.77,2.22,1774.94
0.6065,7.66,2.8,2819.12
0.281,22.06,14.41,6719.3
0.7052,4.57,1.22,1582.33
0.4276,6.75,2.9,1907.29
0.7524,1.69,0.4,711.22
0.6959,1.77,0.45,511.55
0.5492,4.81,1.76,1190.37
0.3192,15.87,7.37,3940.38
0.1969,24.45,16.9,9199.16
0.4861,9.52,4.02,3513.09
0.7061,5.78,1.66,1509.81
0.3531,8.86,4.38,2033.22
0.8163,1.33,0.29,371.37
0.1292,32.86,18.55,11445.29
0.5227,7.7,2.79,2569.39
0.9075,1.63,0.3,690.29
0.6455,3.99,0.97,1522.55
0.6496,4.02,0.91,1632.01
0.4308,7.39,3.38,2143.24
0.3027,10.03,4.77,3895.57
0.2973,15.46,8.46,4599.91
0.501,6.3,2.19,2271.7
0.6326,3.29,0.79,1159.24
0.7143,2.37,0.72,980.79
0.4819,4.76,1.86,1345.25
0.5682,3.51,1.48,1288.06
0.3777,15.67,7.55,5192.11
0.7841,2.37,0.89,1149.17
0.1954,22.85,13.66,4735.77
0.3922,8.08,3.69,2764.03
0.6403,2.82,0.99,763.42
0.2431,14.25,7.24,5809.95
0.3035,17.29,6.94,6533.43
0.3346,12.65,6.35,4469.43
0.7704,2.64,0.93,978.49
0.4821,6.86,1.77,2447.5
0.1485,35.11,21.8,11077.56
0.5501,4.69,1.15,1305.0
0.7573,2.14,0.53,947.43
0.4046,16.05,7.5,4934.2
0.5746,6.37,2.54,1689.82
0.67,3.79,1.14,1374.95
0.705,3.0,1.17,762.13
0.7049,2.72,0.9,1202.86
0.554,2.32,0.71,892.25
0.7767,3.12,0.96,1074.91
0.2913,9.62,4.28,2308.18
0.4754,5.45,1.96,2014.13
0.8371,1.25,0.2,579.28
0.2434,16.85,9.77,6179.44
0.5941,4.45,1.5,1483.93
0.7413,3.08,0.35,1115.12
0.2858,22.0,12.03,6973.88
0.2938,9.92,4.36,2493.92
0.7422,1.93,0.53,444.01
0.759,1.15,0.26,371.88
0.6379,3.6,1.19,1542.21
0.3076,8.79,5.35,2386.6
0.5008,9.52,4.87,3602.46
0.6553,2.77,0.89,1097.42
0.7018,2.08,0.53,677.52
0.5174,4.72,2.06,981.79
0.5503,6.6,2.64,1987.17
0.4703,5.76,2.66,1605.38
0.2563,20.61,11.74,4565.33
0.6308,5.24,1.79,2077.06
0.7002,2.23,0.7,1128.93
0.7976,2.37,0.54,528.1
0.1942,13.92,7.72,3447.79
0.7202,1.37,0.28,581.12
0.2951,16.58,7.58,6845.46
0.3966,12.57,3.96,5245.69
0.7015,3.31,1.11,1416.78
0.554,8.02,3.09,2386.85
0.5938,2.76,1.05,1279.88
0.4126,6.87,2.51,1940.39
0.3914,14.12,7.17,2903.0
0.2319,19.44,10.04,6881.66
0.7302,2.65,0.87,874.11
0.1157,20.1,10.8,7561.46
0.614,5.06,1.63,1765.79
0.2807,16.99,7.34,6548.6
0.712,3.0,0.8,900.37
0.4509,10.58,4.63,2736.87
0.2584,16.89,8.9,6275.71
0.4044,8.36,2.87,2486.3
0.2791,19.81,10.18,4475.18
0.7926,1.4,0.32,449.37
0.5482,2.86,1.1,1199.08
0.4842,4.39,1.38,1832.45
0.1731,18.94,10.45,6969.17
0.4398,5.65,2.29,2134.01
0.7315,4.48,1.3,1791.15
0.5684,3.46,0.92,922.91
0.1187,20.65,10.77,6751.68
0.5446,8.07,2.77,2644.4
0.6647,4.22,1.63,1835.12
0.7986,1.17,0.21,426.06
0.5247,9.41,3.22,4083.9
0.5762,6.28,2.22,2325.51
0.51,7.49,3.28,1534.49
0.4449,7.56,3.15,2328.19
0.6687,3.01,0.96,665.22
0.1577,16.51,8.6,5481.17
0.4774,7.09,2.46,2166.07
0.4483,11.4,5.53,4267.6
0.4201,8.63,3.44,2832.76
0.7301,1.79,0.46,835.59
0.7972,2.32,0.67,745.15
0.3624,9.68,5.04,3906.01
0.5841,6.46,1.7,2693.78
0.6701,2.69,0.8,959.07
0.3709,7.53,3.63,1961.3
0.4235,9.02,4.31,3875.45
0.4438,7.61,3.36,2892.55
0.2984,13.99,5.78,5587.51
0.664,3.15,0.86,662.17
0.5795,3.78,1.21,1550.57
0.5045,4.09,1.17,1116.08
0.6081,4.18,1.54,1421.68
0.8509,1.25,0.26,606.42
0.9115,1.54,0.13,561.09
0.2634,19.05,9.1,4620.26
0.4557,8.64,3.57,2724.22
0.6582,3.57,1.17,962.98
0.2679,17.67,10.25,5969.81
0.6766,2.6,0.86,657.07
0.4201,8.64,3.09,2472.02
0.4558,7.21,2.41,2428.74
0.6367,7.21,2.21,3080.29
0.5306,5.48,2.27,1750.26
0.2619,10.15,5.92,3024.43
0.8296,1.6,0.51,718.23
0.7975,1.13,0.35,613.99
0.7412,1.7,0.37,798.53
0.458,5.85,2.72,1992.24
0.7058,2.68,0.87,757.76
0.306,14.43,6.82,4923.87
0.2877,12.98,4.6,5087.4
0.4306,12.55,6.07,5406.26
0.5956,6.03,1.64,1481.1
0.465,8.65,3.32,2209.4
0.3961,9.27,3.45,3690.38
0.2379,16.73,8.92,6503.82
